,PIT,,2003,2004,2007,2008,2009 Winter,2009 Summer,2010 Winter,2010 Summer,2011 Winter,2011 Summer,2012 Winter,2012 Summer,2013 Winter,2013 Summer,2014 Winter,2014 Summer,,Teeth 1 ,Teeth 2,Teeth 3,,Male,Female,,Summer,Winter,,Weight,
/*,24272784,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,370,;
/*,24272784,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,360,;
/*,24274000,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,500,;
/*,24275554,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,,1,0,,1,0,,750,;
/*,24275554,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,,1,0,,1,0,,700,;
/*,24278570,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,800,;
/*,24278570,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,820,;
/*,24279774,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,650,;
/*,24280773,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,650,;
/*,24280773,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,650,;
/*,24280773,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,760,;
/*,24280801,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,470,;
/*,24280869,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,370,;
/*,24280869,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,24282345,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,430,;
/*,24282345,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,450,;
/*,24283361,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,24286366,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,360,;
/*,24287301,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,400,;
/*,24288302,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,500,;
/*,24295036,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,460,;
/*,24295036,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,470,;
/*,24295036,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,500,;
/*,24297776,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,360,;
/*,24297776,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,350,;
/*,24298112,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,540,;
/*,24298112,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,0,;
/*,24303088,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,24303876,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,350,;
/*,24303876,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,,0,1,,1,0,,330,;
/*,24304347,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,260,;
/*,24304347,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,350,;
/*,24305820,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,620,;
/*,24307837,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,300,;
/*,24310347,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,500,;
/*,24310637,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,550,;
/*,24310637,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,800,;
/*,24311794,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,750,;
/*,24311794,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,750,;
/*,24312123,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,460,;
/*,24312380,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,350,;
/*,24312380,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,330,;
/*,24315060,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,350,;
/*,24315060,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,350,;
/*,24315060,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,350,;
/*,24317892,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,750,;
/*,24319533,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,24319533,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,800,;
/*,24322283,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,450,;
/*,24322283,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,440,;
/*,24324292,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,550,;
/*,24324292,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,470,;
/*,24324590,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,550,;
/*,24378599,*/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,750,;
/*,24378599,*/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,483.877826,;
/*,24378599,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,800,;
/*,24378599,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,476.607278,;
/*,24391596,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,640,;
/*,24391596,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,NA,;
/*,49598822,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,380,;
/*,51030855,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,460,;
/*,51035383,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,,1,0,,1,0,,640,;
/*,51035383,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,720,;
/*,51035383,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,,1,0,,1,0,,NA,;
/*,51801850,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,360,;
/*,51801850,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,320,;
/*,51804339,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,380,;
/*,51807805,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,140,;
/*,51808088,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,,1,0,,1,0,,660,;
/*,51808088,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,760,;
/*,51808088,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,760,;
/*,51808088,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,,1,0,,1,0,,700,;
/*,51810598,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,440,;
/*,51810598,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,51811298,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,400,;
/*,51811298,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,480,;
/*,51811324,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,580,;
/*,51811803,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,500,;
/*,51811803,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,,0,1,,1,0,,500,;
/*,51811803,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,0,1,,500,;
/*,51811803,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,0,1,,470,;
/*,51812356,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,360,;
/*,51812356,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,460,;
/*,51812356,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,380,;
/*,51812818,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,51812840,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,51814600,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,1,0,,0,1,,240,;
/*,51814600,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,1,0,,0,1,,240,;
/*,51814872,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,340,;
/*,51814872,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,51815112,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,640,;
/*,51815814,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,600,;
/*,51815814,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,560,;
/*,51815814,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,1,,1,0,,300,;
/*,51818276,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,51819283,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,0,1,,0,1,,460,;
/*,51819283,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,,0,1,,1,0,,420,;
/*,51819283,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,,0,1,,1,0,,0,;
/*,51819540,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,220,;
/*,51819540,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,51819540,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,660,;
/*,51822052,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,440,;
/*,51822052,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,220,;
/*,51822344,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,440,;
/*,51822784,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,420,;
/*,51823343,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,540,;
/*,51823343,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,480,;
/*,51823343,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,470,;
/*,51823343,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,560,;
/*,51823343,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,560,;
/*,51823343,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,1,0,,1,0,,650,;
/*,51824638,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,,1,0,,1,0,,700,;
/*,51825554,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,0,1,,0,1,,320,;
/*,51825554,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,,0,1,,1,0,,400,;
/*,51826119,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,520,;
/*,51826119,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,520,;
/*,51826120,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,410,;
/*,51826120,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,440,;
/*,51826120,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,450,;
/*,51826120,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,NA,;
/*,51826527,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,580,;
/*,51826527,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,620,;
/*,51826527,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,580,;
/*,51826527,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,580,;
/*,51826607,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,760,;
/*,51826607,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,680,;
/*,51826608,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,0,1,,0,1,,400,;
/*,51826608,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,0,1,,0,1,,400,;
/*,51828088,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,270,;
/*,51828088,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,250,;
/*,51830775,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,580,;
/*,51830775,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,580,;
/*,51830775,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,NA,;
/*,51830775,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,720,;
/*,51830855,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,460,;
/*,51830855,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,300,;
/*,51831264,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,620,;
/*,51831264,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,620,;
/*,51831264,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,620,;
/*,51832265,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,420,;
/*,51833067,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,420,;
/*,51834067,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,760,;
/*,51834091,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,51834091,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,51834575,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,720,;
/*,51834575,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,700,;
/*,51834575,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,700,;
/*,51835309,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,51835309,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,,0,1,,1,0,,460,;
/*,51837812,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,51838528,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,600,;
/*,51840096,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,51840096,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,580,;
/*,51841088,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,560,;
/*,51841088,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,NA,;
/*,51841795,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,400,;
/*,51842054,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,400,;
/*,51842054,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,0,1,,0,1,,440,;
/*,51842297,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,430,;
/*,51842297,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,,0,1,,1,0,,460,;
/*,51844296,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,51844296,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,410,;
/*,51845266,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,1,,300,;
/*,51845266,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,1,,300,;
/*,51845266,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,1,,300,;
/*,51845266,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,1,,260,;
/*,51854266,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,1,,300,;
/*,69042796,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,570,;
/*,69044848,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,660,;
/*,69044848,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,600,;
/*,69044848,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,1,0,,1,0,,540,;
/*,69046071,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,840,;
/*,69046071,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,820,;
/*,69048860,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,370,;
/*,69049364,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,400,;
/*,69050789,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,440,;
/*,69050789,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,440,;
/*,69065021,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,390,;
/*,69065021,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,540,;
/*,69070262,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,220,;
/*,69070262,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,NA,;
/*,69070262,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,540,;
/*,69070262,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,NA,;
/*,69075076,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,69075076,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,1,0,,1,0,,520,;
/*,69077309,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,1,,1,0,,280,;
/*,69077309,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,1,,1,0,,NA,;
/*,69077309,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,69078619,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,69078619,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,,0,1,,1,0,,450,;
/*,69078619,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,,0,1,,1,0,,440,;
/*,69078786,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,760,;
/*,69079074,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,540,;
/*,69079074,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,,1,0,,0,1,,720,;
/*,69084829,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,680,;
/*,69086278,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,630,;
/*,69086278,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,650,;
/*,70779010,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,720,;
/*,70795845,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,NA,;
/*,70795845,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,640,;
/*,70795848,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,70795893,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,1,0,,1,0,,490,;
/*,70795893,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,1,0,,0,1,,540,;
/*,70796037,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,660,;
/*,70796789,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,330,;
/*,70797067,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,340,;
/*,70797067,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,0,1,,0,1,,340,;
/*,70797260,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,,0,1,,1,0,,450,;
/*,70797317,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,1,,1,0,,220,;
/*,70797317,*/,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,,0,1,,0,1,,360,;
/*,70797355,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,0,1,,0,1,,340,;
/*,70797612,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,1,0,,1,0,,500,;
/*,70797612,*/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,0,,0,1,,400,;
/*,70797615,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,300,;
/*,70797615,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,NA,;
/*,70797615,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,,1,0,,230,;
