,PIT,,2003,2004,2007,2008,2009 Winter,2009 Summer,2010 Winter,2010 Summer,2011 Winter,2011 Summer,2012 Winter,2012 Summer,2013 Winter,2013 Summer,2014 Winter,2014 Summer,,Teeth 1 ,Teeth 2,Teeth 3,,Male,Female,,Summer,Winter,,Weight,
/*,87372536,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,87372536,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,87372544,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,860,;
/*,87372544,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,860,;
/*,87372544,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,NA,;
/*,87372544,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,NA,;
/*,87372568,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,400,;
/*,87372568,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,463.388099,;
/*,87372589,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,400,;
/*,87372589,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,500,;
/*,87372610,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,120,;
/*,87372616,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,220,;
/*,87372616,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,220,;
/*,87372630,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,260,;
/*,87372774,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,650,;
/*,87372776,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,620,;
/*,87372781,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,87372781,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,448.847002,;
/*,87372781,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,420,;
/*,87372784,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,360,;
/*,87372784,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,500,;
/*,87372809,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,480,;
/*,87372809,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,430,;
/*,87372809,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,380,;
/*,87372809,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,NA,;
/*,87372829,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,580,;
/*,87372846,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,640,;
/*,87372846,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,860,;
/*,87372846,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,,1,0,,0,1,,850,;
/*,87372852,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,440,;
/*,87372852,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,440,;
/*,87372855,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,220,;
/*,87372855,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,460,;
/*,87372878,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,360,;
/*,87372878,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,NA,;
/*,87378554,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,87378554,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,473.302483,;
/*,87378822,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,400,;
/*,87379033,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,620,;
/*,87379305,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,1,0,,420,;
/*,87380059,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,600,;
/*,87380059,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,570,;
/*,87380059,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,550,;
/*,87380059,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,540,;
/*,87380313,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,240,;
/*,87380515,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,640,;
/*,87380554,*/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,260,;
/*,87380554,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,460,;
/*,87380554,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,540,;
/*,87380554,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,,0,1,,1,0,,NA,;
/*,87387554,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,370,;
/*,87387554,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,473,;
/*,87512825,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,660,;
/*,87512825,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,740,;
/*,87512881,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,160,;
/*,87512881,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,160,;
/*,87512881,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,160,;
/*,87512881,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,160,;
/*,87512881,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,160,;
/*,87513069,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,180,;
/*,87513069,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,458.100427,;
/*,87513076,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,840,;
/*,87513084,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,540,;
/*,87513084,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,458.761386,;
/*,87513092,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,240,;
/*,87513092,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,471.980565,;
/*,87513092,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,620,;
/*,87513092,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,350,;
/*,87513092,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,370,;
/*,87513092,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,370,;
/*,87513092,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,370,;
/*,87513287,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,640,;
/*,87513287,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,640,;
/*,87513287,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,455.456591,;
/*,87513287,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,454.795632,;
/*,87513287,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,680,;
/*,87513287,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,454.134673,;
/*,87513287,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,780,;
/*,87513287,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,453.473714,;
/*,87513361,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,360,;
/*,87513361,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,466.692893,;
/*,87513361,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,340,;
/*,87513361,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,466.031934,;
/*,87514262,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,570,;
/*,87514266,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,600,;
/*,87514266,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,471.319606,;
/*,87514266,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,760,;
/*,87514266,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,471,;
/*,87514266,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,700,;
/*,87514266,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,700,;
/*,87514272,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,430,;
/*,87514272,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,462.72714,;
/*,87514286,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,580,;
/*,87514286,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,580,;
/*,87514286,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,720,;
/*,87514286,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,710,;
/*,87514312,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,530,;
/*,87514312,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,540,;
/*,87514364,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,260,;
/*,87514364,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,260,;
/*,87514364,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,1,0,,160,;
/*,87514364,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,,0,1,,420,;
/*,87523773,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,420,;
/*,87523773,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,457.439468,;
/*,87524044,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,650,;
/*,87524044,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,0,1,,730,;
/*,87527344,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,,1,0,,220,;
/*,87527344,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,469.997688,;
/*,87529283,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,320,;
/*,87529283,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,,0,1,,1,0,,350,;
/*,87529529,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,400,;
/*,87529529,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,320,;
/*,87529529,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,462.066181,;
/*,87529529,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,461.405222,;
/*,87530050,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,660,;
/*,87530050,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,660,;
/*,87530050,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,720,;
/*,87530054,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,400,;
/*,87530054,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,360,;
/*,87530054,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,380,;
/*,87530084,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,610,;
/*,87530084,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,1,0,,465.370975,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,452.812755,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,540,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,452.151796,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,540,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,451.490837,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,87530093,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,450.829878,;
/*,87530306,*/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,1,0,,0,1,,800,;
/*,87530524,*/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,,1,0,,1,0,,760,;
/*,87530529,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,700,;
/*,87530529,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,700,;
/*,87530529,*/,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,440,;
/*,87530529,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,370,;
/*,87530529,*/,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,,0,1,,0,1,,360,;
/*,87530529,*/,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,,0,1,,1,0,,NA,;
/*,87530529,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,0,,0,1,,1,0,,460,;
/*,87530529,*/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,,0,1,,1,0,,500,;
/*,87530625,*/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,620,;
/*,87530625,*/,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,,640,;
/*,7FBO34D63,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,1,,1,0,,380,;
/*,7FBO34D64,*/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,,1,0,,469.336729,;
